"spkid","full_name","neo","pha","H","diameter","albedo","spec_B","spec_T","orbit_id","epoch","e","a","q","i","om","w","ma","n","per","moid","class","data_arc","first_obs","last_obs","n_obs_used","condition_code","ad","per_y","n_del_obs_used","n_dop_obs_used","epoch_mjd","extent","rot_per","GM","BV","UB","IR","tp_cal","two_body","A1","A2","A3","DT","tp","M1","K1","M2","K2","PC"
3378131,"       (2007 KG7)",Y,Y,20.70,,,,,11,2461000.5,0.8669,1.782,0.237,4.76,66.05,318.59,250.22,0.4143,869,0.0118,APO,38,2007-05-11,2007-06-18,39,7,3.33,2.38,,,61000,,,,,,,2026-08-12.9,,,,,,2461265.50,,,,,
3378545,"       (2007 LU19)",Y,Y,21.45,,,,,21,2461000.5,0.6153,2.381,0.916,2.60,63.64,143.39,29.42,0.2683,1.34e+03,0.00434,APO,3915,2007-06-15,2018-03-04,145,0,3.85,3.67,,,61000,,,,,,,2025-08-03.3,,,,,,2460890.85,,,,,
3381448,"       (2007 PV27)",Y,Y,20.34,,,,,32,2461000.5,0.3708,1.273,0.801,24.60,324.43,107.67,187.90,0.686,525,0.00078,APO,4763,2007-08-14,2020-08-28,105,0,1.75,1.44,,,61000,,,,,,,2026-07-29.8,,,,,,2461251.36,,,,,
3381449,"       (2007 PF28)",Y,Y,19.24,,,,,40,2461000.5,0.8029,2.136,0.421,5.88,179.38,262.05,284.14,0.3157,1.14e+03,0.0168,APO,3534,2007-08-15,2017-04-18,425,0,3.85,3.12,,,61000,,22.1,,,,,2026-07-19.3,,,,,,2461240.82,,,,,
3383904,"       (2007 RF2)",Y,Y,20.70,,,,,23,2461000.5,0.6641,1.73,0.581,6.06,11.89,83.68,330.40,0.4331,831,0.00635,APO,3285,2007-09-05,2016-09-02,102,0,2.88,2.28,,,61000,,,,,,,2026-01-28.3,,,,,,2461068.84,,,,,
3384067,"       (2007 RU9)",Y,Y,20.88,,,,,50,2461000.5,0.6297,1.919,0.711,5.66,163.85,286.61,273.22,0.3708,971,0.00217,APO,5875,2007-08-24,2023-09-24,199,0,3.13,2.66,,,61000,,3.31,,,,,2026-07-13.0,,,,,,2461234.54,,,,,
3384068,"       (2007 RV9)",Y,Y,20.34,,,,,38,2461000.5,0.5663,1.94,0.841,6.41,340.33,116.94,219.51,0.3646,987,0.0164,APO,3113,2007-09-10,2016-03-19,132,0,3.04,2.7,,,61000,,,,,,,2026-12-11.2,,,,,,2461385.77,,,,,
3384406,"       (2007 RU17)",Y,Y,18.25,,,,,66,2461000.5,0.8301,2.035,0.346,9.21,16.53,130.84,47.92,0.3396,1.06e+03,0.0405,APO,2213,2007-09-13,2013-10-04,389,0,3.72,2.9,1,0,61000,,,,,,,2025-07-02.8,,,,,,2460859.40,,,,,
3387458,"       (2007 TH1)",Y,Y,21.88,,,,,26,2461000.5,0.4178,1.362,0.793,20.10,13.66,282.42,183.44,0.6203,580,0.0208,APO,5675,2007-10-05,2023-04-19,90,0,1.93,1.59,,,61000,,,,,,,2026-09-01.6,,,,,,2461285.15,,,,,
3388081,"       (2007 TL23)",Y,Y,21.48,,,,,28,2461000.5,0.7365,1.134,0.299,2.13,136.66,102.06,43.03,0.8157,441,0.017,APO,8409,2001-10-16,2024-10-24,105,0,1.97,1.21,,,61000,,,,,,,2025-09-29.2,,,,,,2460947.75,,,,,
3388312,"       (2007 TR24)",Y,Y,20.50,,,,,"JPL 22",2461000.5,0.6685,1.874,0.621,3.57,87.07,37.04,353.94,0.3841,937,0.0465,APO,6590,2007-09-16,2025-10-01,90,0,3.13,2.57,,,61000,,,,,,,2025-12-06.7,,,,,,2461016.27,,,,,
3388315,"       (2007 TU24)",Y,Y,20.32,,,,,85,2461000.5,0.5333,2.044,0.954,5.63,126.97,334.32,42.68,0.3374,1.07e+03,0.00134,APO,3492,2007-10-11,2017-05-03,684,0,3.13,2.92,4,7,61000,,26,,,,,2025-07-17.4,,,,,,2460873.98,,,,,
3390107,"       (2007 UL12)",Y,Y,21.29,,,,,32,2461000.5,0.8046,1.967,0.384,4.19,66.84,95.90,180.78,0.3572,1.01e+03,0.0197,APO,4037,2007-10-25,2018-11-13,261,0,3.55,2.76,,,61000,,5.43,,,,,2027-04-06.7,,,,,,2461502.30,,,,,
3391853,"       (2007 UR51)",Y,Y,21.54,,,,,"JPL 18",2454410.5,0.6907,1.644,0.509,7.26,208.59,72.70,30.61,0.4676,770,0.0126,APO,19,2007-10-31,2007-11-19,65,8,2.78,2.11,,,54410,,,,,,,2007-09-01.5,,,,,,2454345.04,,,,,
3392084,"       (2007 VG)",Y,Y,21.08,,,,,21,2461000.5,0.6651,1.958,0.656,51.14,33.32,261.62,236.63,0.3598,1e+03,0.00927,APO,4035,2007-11-01,2018-11-18,83,0,3.26,2.74,,,61000,,,,,,,2026-10-29.8,,,,,,2461343.37,,,,,
3392310,"       (2007 VN3)",Y,Y,21.40,,,,,12,2461000.5,0.5775,2.243,0.948,15.62,21.85,320.32,145.79,0.2935,1.23e+03,0.0268,APO,30,2007-11-03,2007-12-03,51,7,3.54,3.36,,,61000,,,,,,,2024-07-12.1,,,,,,2460503.69,,,,,
3392365,"       (2007 VT6)",Y,Y,20.53,,,,,44,2461000.5,0.6442,1.95,0.694,7.40,213.25,294.26,196.55,0.362,995,0.0278,APO,3168,2007-11-03,2016-07-06,179,0,3.21,2.72,,,61000,,,,,,,2027-02-15.5,,,,,,2461452.06,,,,,
3394072,"       (2007 VZ137)",Y,Y,21.60,,,,,13,2461000.5,0.5855,1.704,0.706,5.22,226.34,63.78,82.43,0.4432,812,0.0236,APO,3097,2007-11-09,2016-05-02,52,3,2.70,2.22,,,61000,,,,,,,2025-05-19.0,,,,,,2460814.53,,,,,
3394543,"       (2007 VM184)",Y,Y,21.00,,,,,35,2461000.5,0.5228,1.181,0.563,23.28,65.71,110.12,307.48,0.7682,469,0.0326,APO,3312,2007-11-12,2016-12-06,194,0,1.80,1.28,,,61000,,42,,,,,2026-01-28.3,,,,,,2461068.87,,,,,
3395313,"       (2007 VP243)",Y,Y,21.40,,,,,20,2461000.5,0.5829,2.261,0.943,5.65,13.73,312.29,134.03,0.2899,1.24e+03,0.0228,APO,6216,2007-11-15,2024-11-21,65,0,3.58,3.4,,,61000,,,,,,,2024-08-15.6,,,,,,2460538.13,,,,,
3397494,"       (2007 XN)",Y,Y,19.90,,,,,11,2461000.5,0.5698,2.217,0.954,24.74,256.52,215.44,150.04,0.2986,1.21e+03,0.0331,APO,33,2007-12-03,2008-01-05,47,7,3.48,3.3,,,61000,,,,,,,2024-07-06.4,,,,,,2460497.97,,,,,
3397572,"       (2007 XY9)",Y,Y,21.00,,,,,40,2461000.5,0.6195,2.05,0.780,3.34,233.93,127.37,59.73,0.3358,1.07e+03,0.0103,APO,2050,2007-12-04,2013-07-15,176,0,3.32,2.94,,,61000,,,,,,,2025-05-27.1,,,,,,2460822.63,,,,,
3397577,"       (2007 XD10)",Y,Y,20.83,,,,,15,2461000.5,0.6662,2.153,0.719,18.52,270.05,80.29,267.97,0.312,1.15e+03,0.0276,APO,23,2007-12-05,2007-12-28,28,7,3.59,3.16,,,61000,,,,,,,2026-09-11.9,,,,,,2461295.46,,,,,
3397856,"       (2007 XK11)",Y,Y,19.40,,,,,31,2461000.5,0.6210,2.772,1.051,3.44,167.45,197.11,333.44,0.2135,1.69e+03,0.0499,AMO,5120,2007-12-06,2021-12-12,109,0,4.49,4.62,,,61000,,,,,,,2026-03-25.3,,,,,,2461124.88,,,,,
3398140,"       (2007 YB2)",Y,Y,18.30,,,,,33,2461000.5,0.6952,3.069,0.935,16.40,329.99,214.64,97.79,0.1833,1.96e+03,0.0142,APO,5935,2007-12-18,2024-03-18,148,0,5.20,5.38,,,61000,,,,,,,2024-06-05.6,,,,,,2460467.12,,,,,
3398821,"       (2008 AX1)",Y,Y,21.50,,,,,18,2461000.5,0.4760,1.547,0.810,12.91,263.23,126.51,132.96,0.5125,702,0.0303,APO,3011,2008-01-08,2016-04-06,46,2,2.28,1.92,,,61000,,,,,,,2025-03-06.5,,,,,,2460741.06,,,,,
3399918,"       (2008 AH33)",Y,Y,19.50,,,,,18,2461000.5,0.5482,2.103,0.950,36.79,335.81,177.25,301.64,0.3233,1.11e+03,0.0403,APO,2263,2008-01-12,2014-03-24,49,0,3.26,3.05,,,61000,,,,,,,2026-05-20.5,,,,,,2461181.03,,,,,
3399920,"       (2008 AK33)",Y,Y,20.60,,,,,16,2461000.5,0.7199,2.218,0.621,34.09,283.52,88.70,162.89,0.2984,1.21e+03,0.0203,APO,29,2008-01-15,2008-02-13,53,6,3.81,3.3,,,61000,,,,,,,2024-05-24.2,,,,,,2460454.71,,,,,
3401101,"       (2008 BD15)",Y,Y,20.60,,,,,28,2461000.5,0.1399,1.079,0.928,32.17,130.32,113.62,223.36,0.8796,409,0.014,APO,3415,2008-01-30,2017-06-06,269,0,1.23,1.12,,,61000,,,,,,,2026-04-25.3,,,,,,2461155.84,,,,,
3401382,"       (2008 CH)",Y,Y,20.34,,,,,25,2461000.5,0.6883,2.334,0.728,22.14,133.30,294.59,10.72,0.2764,1.3e+03,0.0193,APO,6379,2008-02-01,2025-07-20,80,0,3.94,3.57,,,61000,,,,,,,2025-10-13.2,,,,,,2460961.70,,,,,
3401432,"       (2008 CS1)",Y,Y,20.09,,,,,38,2461000.5,0.3723,1.23,0.772,29.85,134.08,95.06,328.63,0.7221,499,0.00869,APO,5488,2008-02-03,2023-02-12,158,0,1.69,1.36,,,61000,,,,,,,2026-01-03.4,,,,,,2461043.94,,,,,
3402613,"       (2008 CL116)",Y,Y,20.30,,,,,15,2461000.5,0.7431,3.085,0.793,18.75,126.46,113.24,88.28,0.1819,1.98e+03,0.0269,APO,22,2008-02-10,2008-03-03,68,7,5.38,5.42,,,61000,,,,,,,2024-07-23.6,,,,,,2460515.16,,,,,
3403151,"       (2008 DD)",Y,Y,20.42,,,,,14,2461000.5,0.4629,1.943,1.044,15.32,355.45,186.99,191.09,0.3638,990,0.0496,AMO,44,2008-02-18,2008-04-02,49,7,2.84,2.71,,,61000,,,,,,,2027-02-28.2,,,,,,2461464.79,,,,,
3403506,"       (2008 DJ)",Y,Y,20.62,,,,,41,2461000.5,0.6026,1.982,0.788,5.06,319.01,118.06,146.72,0.3532,1.02e+03,0.000737,APO,5154,2008-02-25,2022-04-06,200,0,3.18,2.79,,,61000,,,,,,,2024-10-01.5,,,,,,2460585.10,,,,,
3404768,"       (2008 EE5)",Y,Y,19.71,,,,,46,2461000.5,0.0716,0.9448,0.877,44.81,321.26,20.04,252.06,1.073,335,0.0203,ATE,5056,2008-03-04,2022-01-06,200,0,1.01,0.918,1,1,61000,,,,,,,2026-03-01.5,,,,,,2461101.07,,,,,
3405085,"       (2008 EM7)",Y,Y,21.20,,,,,24,2461000.5,0.2433,1.238,0.937,33.13,347.76,42.77,59.24,0.7154,503,0.0186,APO,4021,2008-03-06,2019-03-10,87,0,1.54,1.38,,,61000,,,,,,,2025-08-30.1,,,,,,2460917.70,,,,,
3407608,"       (2008 FW5)",Y,Y,21.50,,,,,19,2461000.5,0.5441,2.139,0.975,13.47,160.61,0.09,239.87,0.3151,1.14e+03,0.0166,APO,75,2008-03-28,2008-06-11,47,5,3.30,3.13,,,61000,,,,,,,2026-12-07.2,,,,,,2461381.74,,,,,
3407680,"       (2008 FW6)",Y,Y,21.00,,,,,18,2461000.5,0.6385,2.262,0.818,6.48,79.93,34.87,77.34,0.2897,1.24e+03,0.0385,APO,42,2008-03-30,2008-05-11,78,6,3.71,3.4,,,61000,,,,,,,2025-02-27.0,,,,,,2460733.53,,,,,
3409624,"       (2008 HH)",Y,Y,21.99,,,,,21,2461000.5,0.3556,1.366,0.880,16.32,196.64,116.04,309.37,0.6175,583,0.0229,APO,5869,2008-04-24,2024-05-19,58,0,1.85,1.6,,,61000,,,,,,,2026-02-11.0,,,,,,2461082.50,,,,,
3409961,"       (2008 HB38)",Y,Y,21.25,,,,,54,2461000.5,0.4929,1.854,0.940,1.02,102.70,209.48,308.84,0.3904,922,0.00318,APO,2006,2008-04-30,2013-10-27,192,0,2.77,2.52,,,61000,,,,,,,2026-04-01.0,,,,,,2461131.54,,,,,
3410172,"       (2008 JW2)",Y,Y,19.60,,,,,12,2461000.5,0.6398,2.431,0.876,8.90,35.34,142.46,230.05,0.2601,1.38e+03,0.0275,APO,27,2008-05-03,2008-05-30,41,7,3.99,3.79,,,61000,,,,,,,2027-04-04.7,,,,,,2461500.20,,,,,
3412755,"       (2008 KV2)",Y,Y,21.26,,,,,56,2461000.5,0.4120,0.8501,0.500,5.04,66.77,347.86,322.33,1.257,286,0.0438,ATE,5113,2008-05-28,2022-05-28,228,0,1.20,0.784,,,61000,,0.038,,,,,2025-12-20.9,,,,,,2461030.45,,,,,
3412894,"       (2008 KE6)",Y,Y,20.77,,,,,18,2461000.5,0.5209,1.69,0.810,3.43,113.70,224.27,317.06,0.4485,803,0.0225,APO,4971,2008-05-29,2022-01-07,74,0,2.57,2.2,,,61000,,,,,,,2026-02-24.7,,,,,,2461096.24,,,,,
3414251,"       (2008 LW16)",Y,Y,19.95,,,,,49,2461000.5,0.1035,1.066,0.956,29.69,97.97,347.93,131.33,0.8953,402,0.0258,APO,4377,2008-06-15,2020-06-09,171,0,1.18,1.1,,,61000,,,,,,,2025-06-27.3,,,,,,2460853.82,,,,,
3414394,"       (2008 MP1)",Y,Y,21.90,,,,,"JPL 17",2454650.5,0.5650,1.89,0.822,3.78,105.51,243.36,339.97,0.3792,949,0.00168,APO,14,2008-06-30,2008-07-14,81,8,2.96,2.6,,,54650,,,,,,,2008-08-24.8,,,,,,2454703.33,,,,,
3418109,"       (2008 NO3)",Y,Y,18.73,,,,,47,2461000.5,0.6648,2.834,0.950,9.96,32.37,211.61,260.39,0.2066,1.74e+03,0.00168,APO,5364,2008-02-08,2022-10-16,154,0,4.72,4.77,,,61000,,,,,,,2027-03-18.0,,,,,,2461482.57,,,,,
3418111,"       (2008 NQ3)",Y,Y,20.30,,,,,"JPL 13",2454669.5,0.5817,2.451,1.025,27.17,109.39,155.30,9.77,0.2569,1.4e+03,0.0418,AMO,19,2008-07-14,2008-08-02,36,8,3.88,3.84,,,54669,,,,,,,2008-06-13.9,,,,,,2454631.49,,,,,
3419891,"       (2008 OO)",Y,Y,19.70,,,,,28,2461000.5,0.7020,2.104,0.627,5.48,305.89,253.74,265.32,0.323,1.11e+03,0.0152,APO,2216,2008-07-26,2014-08-20,117,0,3.58,3.05,,,61000,,,,,,,2026-09-10.1,,,,,,2461293.62,,,,,
3422140,"       (2008 OS7)",Y,Y,20.37,,,,,69,2461000.5,0.6467,1.91,0.675,7.04,136.81,73.36,228.69,0.3734,964,0.0108,APO,5665,2008-07-30,2024-02-02,440,0,3.15,2.64,3,3,61000,,,,,,,2026-11-07.6,,,,,,2461352.15,,,,,
3423022,"       (2008 ON13)",Y,Y,19.90,,,,,14,2461000.5,0.8119,2.224,0.418,5.66,141.38,49.44,112.94,0.2972,1.21e+03,0.0379,APO,34,2008-07-31,2008-09-03,37,7,4.03,3.32,,,61000,,,,,,,2024-11-05.9,,,,,,2460620.48,,,,,
3423200,"       (2008 PK3)",Y,Y,21.98,,,,,10,2461000.5,0.5970,1.889,0.761,17.11,122.34,109.52,261.07,0.3796,948,0.0019,APO,4750,2008-08-03,2021-08-05,40,1,3.02,2.6,,,61000,,,,,,,2026-08-08.5,,,,,,2461261.09,,,,,
3423762,"       (2008 PJ9)",Y,Y,21.90,,,,,16,2461000.5,0.6608,2.549,0.865,4.77,115.30,135.06,103.00,0.2422,1.49e+03,0.00939,APO,35,2008-08-06,2008-09-10,46,7,4.23,4.07,,,61000,,,,,,,2024-09-21.7,,,,,,2460575.28,,,,,
3426408,"       (2008 QS11)",Y,Y,19.93,0.453,0.094,,,55,2461000.5,0.4826,1.861,0.963,12.48,11.49,30.76,259.93,0.3882,927,0.0071,APO,2016,2008-08-27,2014-03-05,403,0,2.76,2.54,4,3,61000,,46.65,,,,,2026-08-05.7,,,,,,2461258.28,,,,,
3426636,"       (2008 RV)",Y,Y,21.72,,,,,24,2461000.5,0.5636,2.269,0.990,2.28,119.90,192.33,19.03,0.2883,1.25e+03,0.00676,APO,188,2008-04-29,2008-11-03,87,6,3.55,3.42,,,61000,,,,,,,2025-09-15.9,,,,,,2460934.48,,,,,
3427741,"       (2008 RM98)",Y,Y,20.40,,,,,31,2461000.5,0.6441,2.551,0.908,1.90,284.68,167.00,40.90,0.242,1.49e+03,0.0131,APO,1414,2008-09-07,2012-07-22,114,1,4.19,4.07,,,61000,,,,,,,2025-06-04.9,,,,,,2460831.47,,,,,
3427441,"       (2008 SC)",Y,Y,21.79,,,,,10,2461000.5,0.7021,1.092,0.325,16.87,6.69,122.72,326.86,0.8637,417,0.0337,APO,5837,2008-09-19,2024-09-12,27,1,1.86,1.14,,,61000,,,,,,,2025-12-29.3,,,,,,2461038.87,,,,,
3427522,"       (2008 SR1)",Y,Y,20.31,,,,,52,2461000.5,0.6518,2.369,0.825,16.91,177.78,116.99,261.34,0.2703,1.33e+03,0.0251,APO,4057,2008-09-23,2019-11-02,256,0,3.91,3.65,,,61000,,22.15,,,,,2026-11-21.0,,,,,,2461365.57,,,,,
3427794,"       (2008 SV11)",Y,Y,18.36,,,,,"JPL 105",2461000.5,0.7264,2.608,0.713,8.35,14.77,103.83,346.21,0.234,1.54e+03,0.0116,APO,6216,2008-09-25,2025-10-02,650,0,4.50,4.21,3,3,61000,,32.4,,,,,2026-01-18.9,,,,,,2461059.43,,,,,
3427985,"       (2008 SH82)",Y,Y,21.40,,,,,55,2461000.5,0.5955,2.436,0.985,4.63,268.58,158.20,161.37,0.2593,1.39e+03,0.016,APO,144,2008-09-26,2009-02-17,311,5,3.89,3.8,,,61000,,,,,,,2024-03-08.5,,,,,,2460378.09,,,,,
3427986,"       (2008 SJ82)",Y,Y,20.55,,,,,42,2461000.5,0.5774,2.379,1.006,9.69,135.13,218.38,246.68,0.2686,1.34e+03,0.0485,APO,4106,2008-09-26,2019-12-24,194,0,3.75,3.67,,,61000,,,,,,,2027-01-16.9,,,,,,2461422.44,,,,,
3429819,"       (2008 TD2)",Y,N,21.96,,,,,"JPL 37",2461000.5,0.3349,1.532,1.019,4.02,15.93,316.09,42.56,0.5197,693,0.0397,AMO,6215,2008-09-25,2025-10-01,116,0,2.05,1.9,,,61000,,,,,,,2025-08-31.1,,,,,,2460918.62,,,,,
3432688,"       (2008 UU1)",Y,Y,19.90,,,,,17,2461000.5,0.7505,1.608,0.401,12.10,157.05,119.13,160.95,0.4834,745,0.022,APO,741,2008-10-22,2010-11-02,31,1,2.81,2.04,,,61000,,,,,,,2024-12-23.0,,,,,,2460667.55,,,,,
3433365,"       (2008 UE7)",Y,Y,20.40,,,,,58,2461000.5,0.4483,1.648,0.909,3.95,81.14,48.80,343.94,0.4657,773,0.00892,APO,705,2008-10-26,2010-10-01,515,1,2.39,2.12,1,1,61000,,3.251,,,,,2025-12-25.4,,,,,,2461034.98,,,,,
3438960,"       (2008 VL14)",Y,Y,21.10,,,,,"JPL 19",2454790.5,0.8182,2.214,0.403,1.95,40.02,243.80,24.21,0.2991,1.2e+03,0.00433,APO,22,2008-11-09,2008-12-01,55,8,4.03,3.29,,,54790,,,,,,,2008-08-31.0,,,,,,2454709.56,,,,,
3440392,"       (2008 WK61)",Y,Y,20.83,,,,,16,2461000.5,0.4199,1.66,0.963,17.16,253.38,212.64,323.44,0.4608,781,0.0218,APO,5456,2008-11-21,2023-10-30,82,0,2.36,2.14,,,61000,,,,,,,2026-02-08.3,,,,,,2461079.84,,,,,
3440771,"       (2008 WZ94)",Y,Y,20.25,,,,,34,2461000.5,0.7737,1.522,0.344,6.55,248.66,321.24,328.98,0.5249,686,0.0417,APO,10986,1993-12-16,2024-01-14,136,0,2.70,1.88,,,61000,,,,,,,2026-01-19.0,,,,,,2461059.60,,,,,
3441089,"       (2008 XN)",Y,Y,21.50,,,,,23,2461000.5,0.5881,2.166,0.892,5.31,97.85,63.52,89.71,0.3091,1.16e+03,0.0327,APO,5846,2008-12-01,2024-12-03,70,0,3.44,3.19,,,61000,,,,,,,2025-02-03.7,,,,,,2460710.30,,,,,
3441093,"       (2008 XB1)",Y,Y,21.00,,,,,30,2461000.5,0.3726,1.332,0.836,12.68,270.32,84.08,45.76,0.6408,562,0.0453,APO,6027,2008-12-03,2025-06-04,115,0,1.83,1.54,,,61000,,,,,,,2025-09-10.5,,,,,,2460929.09,,,,,
3441126,"       (2008 XA2)",Y,Y,21.50,,,,,20,2461000.5,0.6126,2.385,0.924,2.93,39.68,334.50,232.28,0.2677,1.34e+03,0.00784,APO,4044,2008-12-04,2019-12-31,91,0,3.85,3.68,,,61000,,,,,,,2027-03-13.1,,,,,,2461477.69,,,,,
3441149,"       (2008 XQ2)",Y,Y,20.21,,,,,42,2461000.5,0.5529,2.201,0.984,14.52,34.54,355.09,87.57,0.3018,1.19e+03,0.00834,APO,4787,2008-12-05,2022-01-13,185,0,3.42,3.27,,,61000,,,,,,,2025-02-03.8,,,,,,2460710.37,,,,,
3441171,"       (2008 XW2)",Y,Y,20.71,,,,,25,2461000.5,0.4439,1.065,0.592,26.46,71.75,259.88,211.37,0.8969,401,0.0401,APO,4067,2008-12-06,2020-01-25,86,0,1.54,1.1,,,61000,,,,,,,2026-05-05.7,,,,,,2461166.21,,,,,
3441820,"       (2008 YF)",Y,Y,20.90,,,,,16,2461000.5,0.4382,1.628,0.915,21.98,86.93,321.17,68.66,0.4745,759,0.00307,APO,37,2008-12-19,2009-01-25,48,7,2.34,2.08,,,61000,,,,,,,2025-06-29.3,,,,,,2460855.80,,,,,
3442846,"       (2008 YE29)",Y,Y,20.39,,,,,43,2461000.5,0.6285,2.78,1.033,6.27,135.57,7.68,204.02,0.2127,1.69e+03,0.0466,AMO,5051,2008-12-30,2022-10-29,189,0,4.53,4.63,,,61000,,,,,,,2027-11-24.3,,,,,,2461733.86,,,,,
3443811,"       (2009 AL)",Y,Y,21.80,,,,,17,2461000.5,0.6548,2.512,0.867,4.07,221.21,317.04,83.56,0.2475,1.45e+03,0.00877,APO,28,2009-01-01,2009-01-29,55,7,4.16,3.98,,,61000,,,,,,,2024-12-18.3,,,,,,2460662.89,,,,,
3444273,"       (2009 AC16)",Y,Y,21.49,,,,,"JPL 11",2454849.5,0.5415,1.535,0.704,18.51,106.87,99.72,327.38,0.5181,695,0.0122,APO,16,2009-01-15,2009-01-31,40,9,2.37,1.9,,,54849,,,,,,,2009-03-21.9,,,,,,2454912.45,,,,,
3444275,"       (2009 AE16)",Y,Y,18.78,,,,,19,2461000.5,0.7365,1.789,0.471,46.16,309.75,280.48,352.86,0.4118,874,0.0264,APO,5351,2009-01-15,2023-09-10,85,0,3.11,2.39,,,61000,,,,,,,2025-12-08.3,,,,,,2461017.84,,,,,
3445070,"       (2009 BE58)",Y,Y,21.72,,,,,27,2461000.5,0.5597,0.9373,0.413,1.87,149.42,121.05,117.28,1.086,331,0.00413,ATE,5789,2009-01-27,2024-12-03,154,0,1.46,0.907,,,61000,,,,,,,2025-08-05.0,,,,,,2460892.52,,,,,
3445537,"       (2009 BD81)",Y,Y,20.70,,,,,"JPL 15",2454870.5,0.6394,2.593,0.935,12.46,344.38,190.54,352.58,0.2361,1.52e+03,0.0456,APO,23,2009-01-31,2009-02-23,46,8,4.25,4.17,,,54870,,,,,,,2009-03-11.4,,,,,,2454901.92,,,,,
3445538,"       (2009 BE81)",Y,Y,21.21,,,,,19,2461000.5,0.3495,1.523,0.991,18.80,117.99,333.52,354.07,0.5245,686,0.032,APO,5461,2009-01-31,2024-01-14,51,0,2.06,1.88,,,61000,,,,,,,2025-12-02.3,,,,,,2461011.80,,,,,
3445602,"       (2009 CS)",Y,Y,19.70,,,,,25,2461000.5,0.5953,2.007,0.812,3.21,250.01,170.91,346.75,0.3466,1.04e+03,0.0411,APO,1124,2009-02-02,2012-03-02,97,1,3.20,2.84,,,61000,,,,,,,2025-12-29.2,,,,,,2461038.73,,,,,
3447934,"       (2009 DR3)",Y,Y,21.54,,,,,39,2461000.5,0.5589,1.978,0.873,4.07,344.35,237.91,350.50,0.3543,1.02e+03,0.0107,APO,4231,2009-02-14,2020-09-15,253,0,3.08,2.78,1,1,61000,,,,,,,2025-12-17.8,,,,,,2461027.30,,,,,
3448068,"       (2009 DS10)",Y,Y,20.94,,,,,13,2461000.5,0.5866,2.206,0.912,7.51,313.06,123.42,54.46,0.3007,1.2e+03,0.0396,APO,40,2009-02-14,2009-03-26,29,7,3.50,3.28,,,61000,,,,,,,2025-05-23.9,,,,,,2460819.40,,,,,
3448961,"       (2009 DZ42)",Y,Y,19.62,,,,,22,2461000.5,0.5829,2.448,1.021,13.10,295.11,183.45,139.61,0.2574,1.4e+03,0.0375,AMO,1389,2009-02-26,2012-12-16,93,0,3.87,3.83,,,61000,,,,,,,2024-05-27.5,,,,,,2460458.01,,,,,
3448993,"       (2009 DM45)",Y,Y,21.45,,,,,16,2461000.5,0.3673,1.172,0.742,26.69,336.32,90.90,114.87,0.7765,464,0.00735,APO,5111,2009-02-25,2023-02-23,85,0,1.60,1.27,,,61000,,,,,,,2025-06-26.0,,,,,,2460852.57,,,,,
3449054,"       (2009 DL46)",Y,N,21.99,,,,,76,2461000.5,0.3073,1.461,1.012,7.92,63.37,160.38,145.09,0.5581,645,0.0104,APO,5078,2009-02-28,2023-01-24,465,0,1.91,1.77,5,2,61000,,42.26,,,,,2025-03-06.0,,,,,,2460740.54,,,,,
3449591,"       (2009 EP2)",Y,Y,21.61,,,,,21,2461000.5,0.3562,0.927,0.597,27.70,175.15,129.83,157.23,1.104,326,0.0409,ATE,2928,2009-03-05,2017-03-11,187,1,1.26,0.893,,,61000,,,,,,,2025-07-01.6,,,,,,2460858.10,,,,,
3451789,"       (2009 FE)",Y,Y,21.30,,,,,26,2461000.5,0.6138,2.528,0.976,1.90,39.63,201.26,35.14,0.2452,1.47e+03,0.00127,APO,2909,2009-03-16,2017-03-03,107,0,4.08,4.02,,,61000,,,,,,,2025-06-30.6,,,,,,2460857.18,,,,,
3451790,"       (2009 FF)",Y,Y,21.93,,,,,"JPL 46",2461000.5,0.4684,1.473,0.783,0.98,263.36,13.54,66.34,0.5511,653,0.0147,APO,15155,1984-04-05,2025-10-02,540,0,2.16,1.79,,,61000,,,,,,,2025-07-23.6,,,,,,2460880.12,,,,,
3454731,"       (2009 FU4)",Y,Y,17.84,,,,,61,2461000.5,0.6146,2.386,0.919,12.85,41.92,233.46,159.64,0.2674,1.35e+03,0.0408,APO,8066,2002-11-04,2024-12-04,213,0,3.85,3.69,,,61000,,,,,,,2024-04-03.0,,,,,,2460403.58,,,,,
3454735,"       (2009 FY4)",Y,Y,21.00,0.129,0.421,,,37,2461000.5,0.3274,1.013,0.681,20.98,162.61,244.68,235.11,0.9674,372,0.0425,APO,1087,2009-03-19,2012-03-10,204,1,1.34,1.02,,,61000,,,,,,,2026-03-30.1,,,,,,2461129.61,,,,,
3455137,"       (2009 FU23)",Y,Y,20.09,,,,,54,2461000.5,0.2822,0.8373,0.601,13.90,57.73,315.27,75.44,1.287,280,0.0345,ATE,8165,2002-12-30,2025-05-08,226,0,1.07,0.766,1,0,61000,,,,,,,2025-09-23.3,,,,,,2460941.86,,,,,
3457438,"       (2009 HV2)",Y,Y,21.30,,,,,27,2461000.5,0.4997,1.641,0.821,6.72,37.92,261.11,283.19,0.4688,768,0.0329,APO,942,2009-04-19,2011-11-17,119,1,2.46,2.1,,,61000,,,,,,,2026-05-03.8,,,,,,2461164.32,,,,,
